Ratio of isolates with the defense system,AbiN,DmdDE,AbiP2,PD-T4-1,PD-T7-4,PD-T7-3,Tiamat,Hna,MqsRAC,AbiA,Phrann_gp29_gp30,Dodola,Dazbog,Menshen,Olokun,PD-T4-9,AbiR,RADAR,Pycsar,dGTPase,Borvo,RM,Uzume,Aditi,Retron,Dnd,Gao_Ppl,NLR,Butters_gp30_gp31,FS_HP_SDH_sah,Bunzi,SpbK,Rst_TIR-NLR,Rst_gop_beta_cll,RosmerTA,Dsr,RexAB,Stk2,MazEF,PD-T4-8,AbiE,SanaTA,Rst_RT-nitrilase-Tm,PD-Lambda-6,Avs,Gabija,PD-Lambda-4,DRT,RloC,Gao_RL,Paris,AbiI,GAPS4,Abi2,DarTG,Gao_Tmn,Druantia,Shango,Mok_Hok_Sok,Lamassu-Fam,SEFIR,FS_GIY_YIG,PD-Lambda-3,PD-T7-1,Hachiman,FS_HsdR_like,MADS,PD-Lambda-1,PrrC,AbiG,Gao_Hhe,PD-T7-5,Gao_Qat,Eleos,Shedu,Rst_HelicaseDUF2290,DISARM,PD-T4-4,Lit,PfiAT,SspBCDE,RnlAB,BstA,ShosTA,GAPS1,Nhi,AbiV,Thoeris,CBASS,PD-T4-2,Gao_Her,PD-T4-3,AbiC,Septu,Azaca,Dpd,Gao_Iet,PD-T4-10,AbiU,GAPS6,AbiK,Butters_gp57r,AbiL,Rst_Hydrolase-3Tm,BREX,Kiwa,dCTPdeaminase,FS_Sma,pAgo,AbiZ,AbiT,AbiQ,JukAB,AbiH,PD-T7-2,CapRel,SoFIC,Old_exonuclease,Mokosh,Zorya,PD-Lambda-5,PD-T4-6,Rst_DUF4238,PD-Lambda-2,AbiJ,PsyrTA,Rst_3HP,AbiO,Gao_Ape,AbiD,Gao_Mza,CasFinder,Detocs,Pif,PD-T4-5,PD-T4-7,Wadjet
Enterococcus_B_faecium,0,0,0.3404255319148936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014184397163120567,0,0,0.7801418439716312,0,0,0.02127659574468085,0,0,0,0,0,0,0,0,0,0.028368794326241134,0,0,0,0.07801418439716312,0,0.014184397163120567,0,0,0,0.0070921985815602835,0.24822695035460993,0,0,0,0,0,0,0,0.014184397163120567,0,0,0,0,0,0.05673758865248227,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028368794326241134,0,0,0,0,0,0,0,0,0,0,0,0.0070921985815602835,0,0,0.3049645390070922,0,0,0,0.028368794326241134,0,0,0,0,0,0,0,0,0,0,0,0.014184397163120567,0,0,0,0,0,0,0.03546099290780142,0,0.09219858156028368,0,0,0,0,0,0,0,0,0,0,0.3546099290780142,0,0,0,0,0.09219858156028368,0,0,0,0,0,0,0
Enterococcus_B_lactis,0,0,0.015625,0,0,0,0,0,0,0,0,0.015625,0,0,0,0,0,0,0.109375,0,0,0.53125,0,0,0.015625,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0,0,0.296875,0,0,0,0,0,0,0,0.015625,0,0,0,0,0.046875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03125,0.078125,0,0,0,0,0,0,0,0,0,0,0,0,0.078125,0,0.0625,0,0,0,0.03125,0.078125,0,0,0,0,0,0,0,0,0,0,0.015625,0.0625,0,0,0,0,0,0.0625,0,0.171875,0,0,0,0,0,0,0,0,0,0,0.015625,0,0,0,0,0.125,0,0.328125,0,0,0,0,0
Enterococcus_B_hirae,0,0,0,0,0,0,0.038461538461538464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0.11538461538461539,0,0,0.5384615384615384,0,0,0.07692307692307693,0,0,0,0,0,0,0,0.15384615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5769230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11538461538461539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0
Enterococcus_faecalis,0.05194805194805195,0,0,0,0.06493506493506493,0,0.2727272727272727,0.03896103896103896,0,0,0,0,0,0,0,0.012987012987012988,0.06493506493506493,0,0.15584415584415584,0,0,0.8441558441558441,0,0,0,0,0,0,0,0,0,0.7792207792207793,0,0,0.4155844155844156,0,0,0,0,0,0.03896103896103896,0,0,0,0.012987012987012988,0.24675324675324675,0,0.012987012987012988,0,0,0,0.09090909090909091,0,0,0,0,0,0,0,0.2987012987012987,0,0,0,0,0.06493506493506493,0,0,0,0,0.03896103896103896,0,0,0,0,0,0,0,0,0,0,0,0.012987012987012988,0,0,0,0.06493506493506493,0,0.012987012987012988,0.44155844155844154,0,0.012987012987012988,0,0,0,0,0,0,0,0.11688311688311688,0,0,0,0,0,0.03896103896103896,0.012987012987012988,0,0,0,0,0,0,0,0.14285714285714285,0,0,0,0,0.11688311688311688,0,0,0,0,0,0.19480519480519481,0,0,0,0,0.5194805194805194,0,0.6493506493506493,0,0,0,0,0
Streptococcus_anginosus_C,0.4074074074074074,0,0.1111111111111111,0,0.07407407407407407,0,0,0.037037037037037035,0,0,0,0.18518518518518517,0,0,0,0,0,0,0,0,0,0.8888888888888888,0,0.1111111111111111,0.1111111111111111,0,0,0.14814814814814814,0,0,0,0,0,0,0.1111111111111111,0,0,0,0,0,0.4074074074074074,0.14814814814814814,0,0,0,0,0,0,0.037037037037037035,0,0,0,0,0.18518518518518517,0.037037037037037035,0,0,0,0,0.14814814814814814,0,0,0,0,0.037037037037037035,0,0,0,0.037037037037037035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0,0,0,0,0.037037037037037035,0,0,0.037037037037037035,0,0,0,0.037037037037037035,0,0,0,0,0.037037037037037035,0,0,0,0.07407407407407407,0,0,0,0.1111111111111111,0.1111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18518518518518517,0,0.5925925925925926,0,0,0,0,0
Streptococcus_parasanguinis,0.04819277108433735,0,0,0,0,0.012048192771084338,0,0.012048192771084338,0,0.07228915662650602,0,0.08433734939759036,0,0,0,0,0,0,0,0,0,0.9518072289156626,0,0.04819277108433735,0.012048192771084338,0,0,0.012048192771084338,0,0,0,0,0,0,0,0,0,0.08433734939759036,0.012048192771084338,0,0.1566265060240964,0,0,0,0,0.1566265060240964,0,0.012048192771084338,0.07228915662650602,0,0.20481927710843373,0,0,0.13253012048192772,0,0,0,0,0,0.024096385542168676,0,0,0,0,0.04819277108433735,0,0,0.012048192771084338,0.024096385542168676,0.012048192771084338,0,0,0,0,0,0,0.024096385542168676,0,0,0,0,0,0,0.024096385542168676,0,0.04819277108433735,0,0.0963855421686747,0.0963855421686747,0,0,0,0,0,0,0,0,0,0,0,0.012048192771084338,0,0,0,0,0.024096385542168676,0,0,0,0.012048192771084338,0,0.04819277108433735,0,0.10843373493975904,0.060240963855421686,0,0,0,0,0,0,0,0,0,0,0,0,0.024096385542168676,0,0.3132530120481928,0,0.18072289156626506,0,0,0,0,0
Streptococcus_sp902363395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0.06666666666666667,0,0,0,0,0,0,0.06666666666666667,0,0,0,0,0,0,0,0,0,0,0.13333333333333333,0,0,0,0,0.06666666666666667,0,0,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,0,0.06666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13333333333333333,0,0,0,0,0,0,0
Streptococcus_mutans,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0.04,0,0,0,0,0,1.0,0,0,0.16,0,0,0,0,0,0,0.52,0,0,0.08,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0.12,0,0,0,0,0,0.08,0.04,0,0,0,0.16,0,0,0,0.08,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.32,0,0,0,0,0,0.08,0,0,0,0.12,0,0,0,0,0.76,0,1.0,0,0,0,0,0
Streptococcus_lutetiensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9878048780487805,0,0,0,0,0,0,0,0,0,0,0,0,0.10975609756097561,0,0,0,0,0,0,0,0,0,0,0.2682926829268293,0,0,0.13414634146341464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10975609756097561,0,0.17073170731707318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10975609756097561,0.2926829268292683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6707317073170732,0,0,0,0,0,0,0,0,0,0,0.2804878048780488,0,0,0,0,0.5609756097560976,0,1.0,0,0,0,0,0
Streptococcus_salivarius,0,0,0.029556650246305417,0,0,0.012315270935960592,0.024630541871921183,0.007389162561576354,0,0,0,0.059113300492610835,0,0.014778325123152709,0,0.024630541871921183,0,0,0,0,0.009852216748768473,0.9482758620689655,0,0.04187192118226601,0.10591133004926108,0,0,0.029556650246305417,0,0,0,0,0.0049261083743842365,0,0.03694581280788178,0,0,0.19950738916256158,0,0.017241379310344827,0.13054187192118227,0,0,0,0,0.05665024630541872,0,0.007389162561576354,0.07881773399014778,0,0.0024630541871921183,0,0,0.14532019704433496,0.03201970443349754,0,0,0,0,0.012315270935960592,0.03201970443349754,0,0,0,0.012315270935960592,0,0,0.21428571428571427,0.03201970443349754,0.012315270935960592,0,0,0,0,0,0,0,0,0,0,0,0.007389162561576354,0,0.0024630541871921183,0,0.0024630541871921183,0,0.0024630541871921183,0.009852216748768473,0,0.034482758620689655,0,0,0.027093596059113302,0,0,0,0,0.04187192118226601,0,0,0,0.0049261083743842365,0,0,0.027093596059113302,0,0,0,0.046798029556650245,0,0.027093596059113302,0,0.1477832512315271,0.1896551724137931,0,0.019704433497536946,0,0,0,0.019704433497536946,0,0,0,0.007389162561576354,0,0,0.022167487684729065,0,0.0960591133004926,0,0.5295566502463054,0,0,0,0,0
Lacticaseibacillus_paracasei,0.027932960893854747,0.24022346368715083,0.13966480446927373,0,0,0,0,0.17318435754189945,0,0,0,0.18435754189944134,0,0,0,0,0,0,0,0,0,0.9441340782122905,0,0,0,0,0,0,0,0,0,0,0,0,0.03910614525139665,0,0,0,0.0111731843575419,0,0.10614525139664804,0,0,0,0.061452513966480445,0.1005586592178771,0,0.26256983240223464,0.01675977653631285,0,0.24581005586592178,0,0,0,0,0,0,0,0,0.01675977653631285,0,0,0,0,0,0,0,0.055865921787709494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09497206703910614,0,0.07262569832402235,0.2737430167597765,0,0,0,0,0.01675977653631285,0,0,0.0111731843575419,0,0.00558659217877095,0,0,0,0,0,0.4022346368715084,0.05027932960893855,0,0,0,0.00558659217877095,0.0111731843575419,0,0,0.061452513966480445,0.11731843575418995,0,0,0,0.0446927374301676,0,0,0,0,0,0.027932960893854747,0,0,0,0,0.12290502793296089,0,0.5139664804469274,0,0,0,0.0111731843575419,0
Lacticaseibacillus_rhamnosus,0.0049261083743842365,0.645320197044335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9605911330049262,0,0,0,0,0,0,0,0,0,0,0,0,0.9950738916256158,0,0,0,0,0.04433497536945813,0,0,0,0,0,0.1724137931034483,0,0.08866995073891626,0.009852216748768473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009852216748768473,0,0,0,0,0,0,0,0.009852216748768473,0,0,0,0,0,0,0,0.7192118226600985,0,0,0,0,0,0,0,0,0,0.04433497536945813,0,0,0,0.09359605911330049,0,0,0,0,0,0.8374384236453202,0,0,0,0,0,0,0.16748768472906403,0,0,0,0,0
Latilactobacillus_sakei,0.15384615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6923076923076923,0,0,0,0,0,0,0,0,0,0,0,0,0.23076923076923078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3076923076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07692307692307693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07692307692307693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38461538461538464,0,0,0,0,0
Lactiplantibacillus_plantarum,0.042735042735042736,0.21367521367521367,0.008547008547008548,0,0,0,0,0.017094017094017096,0,0,0,0.03418803418803419,0,0,0,0,0,0,0,0,0,0.9401709401709402,0,0,0.017094017094017096,0,0,0,0,0,0,0,0,0,0.13675213675213677,0,0,0,0.6495726495726496,0,0,0,0,0,0,0.1452991452991453,0,0.10256410256410256,0.2564102564102564,0,0,0,0,0.03418803418803419,0,0,0,0,0,0.008547008547008548,0,0,0,0,0,0,0,0.1623931623931624,0,0,0,0,0,0,0,0.008547008547008548,0,0,0,0,0,0,0,0,0,0,0,0.06837606837606838,0.02564102564102564,0,0,0,0.02564102564102564,0,0,0,0.008547008547008548,0,0,0,0,0,0,0,0.2222222222222222,0.017094017094017096,0,0.008547008547008548,0,0,0,0.008547008547008548,0,0.008547008547008548,0.1452991452991453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1452991452991453,0,0.29914529914529914,0,0,0,0.03418803418803419,0
Levilactobacillus_brevis,0.034482758620689655,0,0,0,0,0,0,0,0,0.034482758620689655,0,0,0,0,0,0,0,0,0,0,0,0.6896551724137931,0,0,0,0,0,0,0,0,0,0,0,0,0.06896551724137931,0,0,0,0.27586206896551724,0,0,0,0,0,0,0.1724137931034483,0,0,0.1724137931034483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034482758620689655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10344827586206896,0,0,0,0,0.06896551724137931,0,0,0,0,0,0,0,0,0,0,0.06896551724137931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034482758620689655,0,0,0,0,0.06896551724137931,0,0.7586206896551724,0,0,0,0,0
Pediococcus_acidilactici,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0.63,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0.67,0,0.99,0,0,0,0,0
Pediococcus_pentosaceus,0.02127659574468085,0,0,0,0,0,0,0,0,0.010638297872340425,0,0,0,0,0,0.010638297872340425,0,0,0.02127659574468085,0,0,0.3723404255319149,0,0,0,0,0,0,0,0,0,0,0,0,0.30851063829787234,0,0,0,0.0425531914893617,0,0,0,0,0,0,0.2765957446808511,0,0.010638297872340425,0,0,0,0,0,0.0425531914893617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010638297872340425,0.6063829787234043,0.010638297872340425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2765957446808511,0,0,0,0,0,0,0,0,0.02127659574468085,0,0,0,0,0,0,0,0,0,0.02127659574468085,0,0,0,0,0.010638297872340425,0,0.6170212765957447,0,0,0,0,0
Limosilactobacillus_fermentum,0.05181347150259067,0,0.010362694300518135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7772020725388601,0,0,0,0,0,0,0,0,0,0,0,0,0.09844559585492228,0,0,0,0.18652849740932642,0,0.010362694300518135,0,0,0,0,0.010362694300518135,0,0,0.08290155440414508,0,0,0,0,0.015544041450777202,0,0,0,0,0,0.03626943005181347,0,0,0,0,0.04145077720207254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031088082901554404,0.16580310880829016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12953367875647667,0.0051813471502590676,0,0,0,0,0,0.010362694300518135,0,0.07772020725388601,0.015544041450777202,0,0,0,0,0,0,0,0,0,0.05181347150259067,0,0,0,0,0.17098445595854922,0,0.7875647668393783,0,0,0,0.0051813471502590676,0
Limosilactobacillus_mucosae,0.05660377358490566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9622641509433962,0,0,0,0,0,0,0,0,0.11320754716981132,0,0,0,0,0,0,0,0.07547169811320754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09433962264150944,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03773584905660377,0,0,0,0,0,0.09433962264150944,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03773584905660377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03773584905660377,0,0.37735849056603776,0,0,0,0,0,0,0,0,0.9811320754716981,0.018867924528301886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05660377358490566,0,0.8301886792452831,0,0,0,0,0
Limosilactobacillus_oris,0.05555555555555555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0.1388888888888889,0,0,0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0.05555555555555555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2222222222222222,0,0,0,0,0.08333333333333333,0,0.8611111111111112,0,0,0,0,0
Limosilactobacillus_portuensis,0.045454545454545456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9545454545454546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09090909090909091,0,0,0,0,0,0,0.6363636363636364,0,0,0.045454545454545456,0,0,0,0,0.9545454545454546,0,0,0,0,0,0,0,0,0,0,0.7272727272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045454545454545456,0,0.045454545454545456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Limosilactobacillus_vaginalis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5882352941176471,0,0,0,0,0,0.7647058823529411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7647058823529411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0.11764705882352941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5294117647058824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5882352941176471,0,0,0,0,0,0,0
Ligilactobacillus_ruminis,0,0,0,0,0,0.07407407407407407,0,0.037037037037037035,0,0.037037037037037035,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0,0,0,0,0.037037037037037035,0,0,0.25925925925925924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07407407407407407,0,0,0,0,0,0,0,0.037037037037037035,0,0,0,0,0,0.037037037037037035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18518518518518517,0,0,0,0,1.0,0,1.0,0,0,0,0,0
Ligilactobacillus_salivarius,0.0196078431372549,0,0,0,0,0,0,0,0,0,0,0.08823529411764706,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0.6862745098039216,0,0,0,0,0,0,0,0,0,0,0.28431372549019607,0,0,0,0,0,0,0,0.0392156862745098,0,0,0,0,0,0.35294117647058826,0,0,0,0,0.058823529411764705,0,0,0.029411764705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3137254901960784,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00980392156862745,0,0.3333333333333333,0,0,0.08823529411764706,0,0,0,0,0,0.11764705882352941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11764705882352941,0,0.9803921568627451,0,0,0,0,0
Lactobacillus_acidophilus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lactobacillus_gasseri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9024390243902439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04878048780487805,0,0,0,0,0,0,0,0,0.5365853658536586,0.36585365853658536,0,0,0,0,0,0,0,0,1.0,0,0.17073170731707318,0,0,0,0,0.024390243902439025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1951219512195122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6829268292682927,0,0.5609756097560976,0,0,0,0,0
Lactobacillus_paragasseri,0,0,0,0,0.047619047619047616,0,0,0,0,0,0,0.02857142857142857,0,0,0,0,0,0,0,0,0,0.9904761904761905,0,0,0,0,0,0,0,0,0,0,0,0,0.009523809523809525,0,0,0,0.17142857142857143,0,0.06666666666666667,0,0,0,0,0.2571428571428571,0,0.3142857142857143,0.05714285714285714,0,0,0,0,0.01904761904761905,0,0,0,1.0,0,0.08571428571428572,0,0,0,0,0.01904761904761905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009523809523809525,0,0,0,0,0,0,0.047619047619047616,0,0.1619047619047619,0.06666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7333333333333333,0,0.3904761904761905,0,0,0,0,0
Catenibacterium_sp000437715,0,0.6818181818181818,0,0,0,0.09090909090909091,0,0,0,0,0,0,0,0,0,0,0,0,0.045454545454545456,0,0,0.9090909090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09090909090909091,0,0,0,0,0,0,0,0,0,0,0,0,0.8636363636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045454545454545456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.045454545454545456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22727272727272727,0,0.6818181818181818,0,0,0,0,0
Thomasclavelia_ramosa,0,0,0,0,0,0,0,0,0,0,0,0.5882352941176471,0,0,0,0,0.23529411764705882,0,0.058823529411764705,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4117647058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529411764705,0,0,0,0.23529411764705882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23529411764705882,0.23529411764705882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29411764705882354,0,1.0,0.058823529411764705,0,0,0,0,0,0.11764705882352941,0,0,0,0,1.0,0,0,0,0,0,0.9411764705882353,0,0,0,0,0
Citrobacter_freundii,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0.3125,0,0.0625,1.0,0,0,0.0625,0,0.0625,0,0,0,0,0,0,0,0.0625,0,0,0,0.375,0,0.0625,0.0625,0,0,0,0.4375,0,0.3125,0.375,0,0,0,0,0,0,0,0.0625,0.0625,0.25,0.1875,0,0,0,0,0.0625,0,0,0.375,0,0,0,0.0625,0.0625,0,0,0,0.0625,0,0,0.0625,0,0,0,0,0,0,0,0,0.0625,0,0,0.375,0,0.4375,0,0,0.0625,0,0.0625,0,0,0,0,0.3125,0.0625,0.0625,0.0625,0,0,0,0,0,0,0,0.0625,0,0,0,0,0.0625,0,0,0,0,0.3125,0,0,0,0,0,0.0625,0,0.0625,0,0,0,0.0625
Enterobacter_hormaechei_A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0.25,0,0,0.875,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.375,0.25,0,0,0.125,0,0.25,0,0.125,0,0,0,0,0,0.25,0.125,0,0,0.125,0,0,0,0,0,0,0,0.125,0,0.25,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0.375,0.125,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.25,0.375,0,0
